"","reviews"
"239","웰렘대포가 조연상을 휩쓸어도 이상하지않은~매우 잘만들어진 영화...  "
"240","관람객가벼운 마음으로 영화를 보기 시작했는데,영화가 끝나고 많은 부분을 생각하며 나오게 되는 ..그런 영화 입니다.  "
"241","과거부터 현재까지 미국은 단 한 번도 정의롭지 않았으며, 앞으로도 정의롭지 않을 것이다. 이 간단한 명제를 디씨와 마블, 디즈니는 감추려 사활을 걸지만, &#39;션 베이커&#39; 감독은 치부를 통해 진정한 아메리칸 드림이 무엇인지 이야기 한다. 경이롭다.  "
"242","아이는 어른처럼 굴 순 없지만 어른은 아이처럼 굴어선 안 된다.  "
"243","영화라기 보단 다큐인줄;;  "
"244","포장하지마라 또 한국식 예고편에 속았다  "
"245","관람객어디까지나 아이이기 때문에 즐거울 수 있는 삶  "
"246","관람객가슴속 깊이 답답함이 느껴진 영화. 하지만 가슴이 아팠던 영화.  "
"247","다보고 나서 무슨 말인지 이해가 잘 되지 않았는데 알고보니 아 그랬구나.. 하고 이해하게 되네..  "
"248","이 사회의 어느 한 부분을 가감 없이 조명하다.  "
"249","자칫 다큐멘터리처럼 보일정도로 조용조용한 연출이 지루할 순 있으나 배우연기 좋고 등장인물 각각의 갈등이나 상황묘사는 많은 생각을 갖게하네요. 마지막 씬에 소름이돋은채로 영화관에서 나왔습니다..  "
"250","관람객재미가있네요오오이잉  "
"251","관람객아이들과 어른들, 동화같은 배경과 동화같지 않은 현실, 이 영화 포스터와 실제 내용  "
"252","20OOO 우리를 슬프게할 가장 사랑스러운 걸작  "
"253","어린아이들이 꿈꾸는 행복과 꿈의 디즈니 랜드 맞은편의 세상은 너무나 대조적인 삶을 어린아이의 순수한 시선으로 처리한점이 좋다.  "
"254","마음 푸근해지는 유쾌한 영화  "
"255","무니야 꽃길만 걷자 ㅠㅠ  "
"256","관람객절망의 끝에서 희망을 놓지 않은 무니  "
"257","영화가 끝나도 쉽게 자리에서 일어나지못했던거 같아요... 그만큼 여운이 컷던 영화  "
"258","관람객엄청나요 어떻게 이런 영화를 찍을까  "
"259","영화에 비해 예고편이 너무 아쉽다.예고편만 보고 단순히 아이들의 힐링영화라고 생각한다면 그것은 큰 오산.색감도 아름답고 구성도 완벽했다.  "
"260","무니야 엄마랑 행복하자♡  "
"261","나무처럼 쓰러져도 꿋꿋하게 자라줘 무니야.  "
"262","세상의 모든 핼리와 무니를 위해 이 상을 바칩니다. - 브루클린 프린스  "
"263","보는내내 해맑은만큼 마음이 아팠다장면이 아름다운만큼 현실이 와닿는 영화인생이 얼마나 아름다우면서 잔인한지릉 보여주는 영화  "
"264","마지막부분은 정말 눈물나더라구요... 영화 전체적으로 색감도 참 예쁘네요  "
"265","영화 내내 들려오는 가혹한 현실 속 무니의 천진난만한 웃음소리. 정말 사랑스러웠지만 마음 한켠이 시렸다. 앞으로 마주할 현실에서 무니가 순수함을 잃지 않기를 기도하는 수밖에..  "
"266","잔잔하게 밀려오는 감동. 영화본지 3일 지났는데 아이들이 떠오른다.  "
"267","비극적인 현실과 그 속에서도 행복을 찾아내는 아이들의 부조리, 적어도 아이들에게만은 행복한 세상이어야지 않는가?  "
"268","사진전만큼이나 장면장면이 삶의 의미를 담고 있습니다. 자기만의 의미를 찾을 수 있는 멋진 순간들이죠. 영화의 엔딩은 마법같이 당신의 마음을 움직일 겁니다. 강추!!!  "
"269","겉으로는 사랑스러운 영화이지만 알고보면 미국 사회의 문제점을 보여주는 영화  "
"270","이미 아이들은 무지개의 마지막색깔인 보라색에 와있지만 보물은 없었다고한다.  "
"271","아이들의 연기가 너무 빛났다..  "
"272","저처럼 리틀포레스트처럼 힐링영화로 착각하고 봤다가 뒤통수 맞은 분들 많으시겠죠,,알고 봤다면 시사하는 바가 있는 아름다운 영화로 남았을 법 하지만 기분이 안좋아 힐링받고자 찾았던 영화라 기분만 더 안좋아진 영화로 남아버렸네요  "
"273","관람객내가 아이에서 어른이 되었기 때문에 이해할 수 있는 둘의 차이. 말하지 않아도 전해지는 디즈니랜드 신데렐라의 성의 힘.  "
"274","여운이 길다 아름다운 영상 속 잔혹 동화  "
"275","애슐리는 핼리를 이해해줄 수 없었을까? 핼리가 마지막에 레스토랑에서 무니를 가만히 쳐다보던 장면이 기억에 남는다  "
"276","쓰러진채 계속 자라는 나무.. 아프고 절절하네요  "
"277","무니가 동정받아야 할 아이가 아니라 어느새 모르게 무니를 동정하는 내가 동정받아야 하는 사람 아닌가? 누가 누구를 지켜줄 수 있을까 정작 무니는 크레딧 올라가기 1분전까지 단 한번도 울지 않았다.  "
"278","관람객사랑, 얼마나 어려운 것인가.  "
"279","보고나면 먹먹해지는 영화  "
"280","영화가 하루지나니까 더 생각났다  "
"281","아기자기하고 예쁜 배경! 그러나 내용만큼은 결코 예쁘지 않았던... 가슴이 먹먹해 지는 영화였습니다.  "
"282","꼭한번 보시길 추천합니다.아이들의 웃음뒤에 무거운 현실...결말이 너무 여운이 남네요..  "
"283","관람객감동적이였습니다 무니가늘행복했으면  "
"284","“난 어른들이 울 것 같으면 바로 알아.”  "
"285","자막이 다 오르도록 일어서지 못하는 이유는 한가지만이 아니다.  "
"286","정말 너무 좋았어요  어린아이들의 시선의 맞춘 촬영기법 너무 좋았어요 아이스크림이나 먹으러가야겠어요  "
"287","너무 좋다 보는 내내 즐거웠다 내용은 결코 해피하지 않지만...  "
"288","아이들의 순수함에 때가 묻지 않았으면...  "
"289","관람객핼리의 겉모습과 삶의 태도로 그녀를 쉽게 단정지을 순 있지만 그게 그녀의 전부는 아니다  "
"290","무니의 연기는 최고였다.  "
"291","관람객무니가 울 때 나도 울었다.  "
"292","처음으로 한번 더보고싶다고 생각한 영화 .  "
"293","꿈 같은 현실, 현실같은 꿈.  "
"294","담배 생각나게 만드는 영화.  "
"295","영화같은 삶은 살고싶지않지만~ 무니 와 친구들의 순수함은 정말 이쁘다~  "
"296","밑바닥에서 더욱 빛나는 순수함, 브루클린 프린스 연기천재등장!  "
"297","즐거움을 위해 본다면 거절. 반전 심오함을 느끼고 싶다면 추천  "
"298","한국이랑 문화적 차이가있어서 공감가는 부분이 적었습니다.아이엠샘 오마쥬한 부분도 약간 보이고 ㅎㅎㅎ 그냥 현실동화 라고 평하고 싶네요  "
"299","보는 내내 미간에 주름이 펴지질 않더라. 예고편 보고 아이들의 천진난만함을 보려고 갔더니 도가 지나치는 행동들에 기분만 나빠짐. 계속 OOOO 거리고 최악;  "
"300","오늘 보고 왔는데 예고편은 러블리하고 생각 없이 보기 좋은 영화라고 생각해서 다녀왔는데 해피와는 거리가 멀고 색감은 예쁘지만 제 생각이 다 자라지 않은건지 주려는 메세지를 모르겠습니다  "
"301","OO인생이라는 단어는 안써야겠어요 영화주인공이 애가있는데 몸팔고.. 마약빨고 사기치고 그런 현실을 보여주는 측면에서는 잘만들었는데 잔잔하고 소소한행복을 느끼려는 저로서는 괜히봤습니다  "
"302","이영화는 사랑스런 아이들, 동심, 희망, 아름다움 등과는 전혀 거리가 먼 영화임. 홍보 메시지나 예고편은 정말 해도 해도 너무하다는 생각이듦. 차라리 사회 어두운면을 사실적으로 그린 문제작이라고 하던가.. .물론 사실은 감동도 없고 그저 암울할 뿐임.  "
"303","관람객무니가 행복하기를 동화같은 결말이길 빌었다  "
"304","관람객재미, 힐링되는 영화인데 끝까지 그런 건 아니에요 여운이 오래 남아요 우리나라에도 이렇게 다양한 영화들이 나왔으면 좋겠네요 환경이 아이에게 주는 사랑의 최선이 아니고 모성의 방법도 여러가지일 수 있고... 사랑의 방법엔 정답이 없다는 걸 다시 느꼈어요  "
"305","관람객매직캐슬에는 파수꾼이 있고 너희들은 다치지 않을 거야. 무니야 계속 친구의 손을 잡고 뛰어 줘 시럽과 와플을 듬뿍 먹고 자라 줘.  "
"306","관람객나는 이 영화를 보로 20OOO 본 영화 중에서 제일 내 마음을 흔들리게 한 영화라고 생각한다. 아역배우들의 연기는 훌륭했고 생각이 많아지게 되었고 끝나고 엔딩크레딧이 다 올라갈때까지 생각에 잠기게 되었다. 다시 봐도 후회 없는 영화인 것 같다.  "
"307","미안하지만 무니가 어떻게 자라게 될 지 알고 싶지 않다. 무니야 ㅜㅜ  "
"308","관람객무니와 젠시의 달리기는 내가 형성해온 환상과 그것을 향한 도피와 얼마나 다를까.  "
"309","관람객내 생각은 행복한 모자~  "
"310","인생은 멀리서보면 희극. 가까이서보면 비극. 얄밉기도하고 말썽꾸리기 무니와 친구들이 마음이 아프네요. 추천합니다.  "
"311","아...진짜 많은 생각을 하게 해주는영화...디즈니랜드가 가까운곳에 있었지만가보지도 못하고...집앞에서만 노는아이들...눈물이낫다  "
"312","사랑하는 무니. 세상에 많은 무니들이 기억될 수 있길.  "
"313","맘이 서걱서걱. 실제 미국사회의 날 것 그대로  "
"314","관람객상실을 예감하지 않았기에 아무 것도 애도하지 않는 세계  "
"315","관람객배우들이 연기도 잘하고 가슴이 먹먹해지는 영화  "
"316","무니의 해맑은 미소. 이건 무니의 엄마가 아니면 나올수 없는 행복한 미소다  "
"317","그치? 나만 먹먹했던거 아니지?  "
"318","현실의 어려움과 상관없이 천진난만 밝은아이이들. 잘해보고싶지만 쉽지않은삶  "
"319","무니의 마지막 얼굴은 영화를 다 보고 나와서도 잊기가 힘들다 혼자 가볍게 보러 들어갔다가 눈물 흘리며 나오게 됨.  "
"320","시종일관 밝았던 무니가 마지막에 무너질 때 같이 울었어요  "
"321","관람객이끌어주는 누군가가 있기에 나도 있다  "
"322","관람객영화보러 가기 전, 대강의 줄거리와 마지막에 눈물이 난다는 이야기를 듣고 마냥 감동적인 영화일거라고만 생각했다. 하지만 그 생각과는 정말 다른 내용 전개와 장면 묘사였다. 그래서 오히려 눈물이 나지 않았던 것 같고, 마음 한 구석이 묵직해지는 영화였다  "
"323","쓰러진 나무가 자라는 이유는  뿌리가 아직 있기 때문인데...  "
"324","부유함이 빈곤에게 벌을 줄때, 책임과 의무는 환상의 나라속에 잠들어있을까  "
"325","관람객아이의눈으로 바라보았던 세상 그대로 ....  "
"326","문라이트는 작품상까지 갔는데, 이작품은 노미네이트 조차 되지 않았다. 도대체 무슨 이유로!?  "
"327","애들은 귀엽고 천사이지만,  살아가야할 환경은 지옥이다.  "
"328","미국 영화에서 동남아의 향기가 나다니..!  "
"329","와... 무슨 애들  모험영화겠거니 했다가여주들한테 싸대기 맞은 기분으로 나왔다.  "
"330","관람객다좋았는데 마지막이 좀 뜬금없어서 아직까지 무슨뜻인지 고민중임...  "
"331","처음에는 무슨영화인데 이리 진행하지? 알고보니 이유가있는영화  "
"332","불편하게하는 아름다운 영상  "
"333","개인적으로 불호...기분이 안좋인졌다  "
"334","관람객영화를 볼때보다 끝나고난후 많은 생각을하게 만드는 영화  "
"335","대학때문에 타지에서 생활하고 있는데 이 영화 보니가 너무너무 집가고 싶고 엄마 보고싶고 난 앞으로 어떻게 살아가야하나 싶고...너무 슬픈현실ㅠ..을 깨닫게 해줬네요  "
"336","바니아저씨 딸내미월요일이 교육좀 시키시지.. ㅉㅉ  "
"337","무니와 함께 엉엉 울었네요.ㅠㅠ  "
"338","관람객유쾌하게 현실을 헤쳐가는 핼리와 무니는 엄마와 딸이 아닌 인생의 둘도 없는 친구였다! 여운이 많이 남는 영화다ㅠ  "
"339","관람객보고나서 한동안먹먹해지는 영화영화속 무니의 천진한모습이 기억남네요  "
"340","관람객무니 연기 짱! 다만 결말은 열려도 너무 열림.. 다소 아쉬운 마무리;;  "
"341","이 영화 아름답지 않습니다. 다만 어린아이들의 순수함은 아름답습니다.  "
"342","관람객내가 어떻게 살아가야 하는지, 그리고 내가 누구인지. 하나 더, 나의 어린시절과 지금을 보게 해준 엔딩 크레딧에서 생각하고 곱씹으며 무니의 울음을 다시 떠올리고 두 아이가 성으로 향해 가는걸 마음에 담은 진짜 movie.  "
"343","보통이었어용 마지막에 젠시가 무니의 손을 잡구 뛰눈 장면이 가장 기억에 남네용  "
"344","극도로 아이들의 시각으로 영화를 만들다보니 보기 전에 이 영화에 대한 배경을 알고 봐도 스토리 자체가 이해안됨 굉장히 산만하고 10분만에 급 마무리 지어버림 아무리 알고 봐도 너무하다 싶을 정도로 산만해서 스토리를 알기 힘들어요 최악의 영화임 ㄹㅇ  "
"345","뭔지 모르는 여운이 계속 남는 영화...본지 며칠이 지났는데도  "
"346","나만 당하기는 분해서 10점 준다.  "
"347","야생처럼 던져진 무니와 아이들의 사랑스런 생명력을 온전히 담아낸 감독의 능력이 놀랍다. 처음부터 끝까지 완벽한 에비소드와 전개. 부디 핼리와 무니를 지원하는 시스템이 되기를, 미국도 한국도.  "
"348","아 ㅜㅜㅜ 여운이 가시질 않아요  "
"349","영화는 이렇게 만들어야..왜 이 영화가  작품상을 못탔을까?  "
"350","볼만한 영화 입니다..  "
"351","포스터 분위기에 속았다! ㅎㅎㅎ 미국에서 &#39;플로리다 프로젝트&#39;가 어떤 의미인지 알아보게 만든 영화.  "
"352","연출, 연기, 카메라, 모든 게 완벽에 가깝다.지상 최고의 반디즈니 영화다.‘켄로치’ ‘다르덴형제’ 뒤를 잇는 걸작이다.무니, 넌 어느 별에서 왔니?  "
"353","아역배우한테 아카데미 여우주연상 줬어야지  "
"354","관람객화면은 정말 예쁘고 아기자기한데 내용이 완전 잔혹동화... 나오는 사람들이 전부 자연스럽게 연기해서 다큐멘터리 보는 줄 알았음.  "
"355","진짜진짜로 훌륭한영화입니다. 진짜로진짜로 훌륭합니다. 무니가 울땐 정말로 슬펐습니다. ㅔ  "
"356","올해의 베스트 중 하나라고 생각합니다 그들만의 세상에 초대합니다 무니러브  "
"357","무니야 안아주고싶어 .  "
"358","가장 현실적인 동화속에 살던 모녀도 결국 그들도 현실에 부딪혔다..  "
"359","영화를 보고 나서 일그러진 사랑을 하지않도록 스스로 계속 다짐하게 만들었다 무니가 부디 행복했으면  "
"360","좋아요. 아이를 키운다면 꼭 보시길. 아이와 매일 행복하게 놀아주고 싶어지네요.  "
"361","관람객한장의 포스터를 보고 보게된 영화. 파스텔톤의 색깔처럼 아름답지만은 않은 이야기. 천진난만한 아이들의 모습에 눈물 왈칵 쏟고 왔습니다 ㅠㅡㅠ 보고 난 뒤에도 너무 마음이 아파요  "
"362","아무런 생각없이 보다가 마지막에 확 와닿은 영화ㅠㅠ 영화 내내 색감이나 풍경들이 참 예쁘고 아이들도 참 예쁘다.. 마지막 장면들이 여운에 남음  "
"363","관람객디즈니월드보다 신나지도 않고 사랑스럽지도 않으며 순수하지도 않은데 모녀의 사랑만큼은 정말 신나고 사랑스럽고 순수하다  "
"364","이게뭐지 기분나쁜영화  "
"365","현실적이지만 보는 내내 기분 나쁘던데...쓰레기 인성을 가진 여자, 아무리 가난해도 애한테 기본 예절 정도는 가르쳐야지. 아무나 부모가 되면 안 된다는 걸 보여준 영화.  "
"366","관람객아이들 보느라 시간 가는 줄 모르고 봤어요. 처음에 유쾌하다 중간에 어른이 느끼는 현실의 무게감이 와닿더라구요.  "
"367","최고였습니다.  무니는 무지개동산에서 놀수도 있고 부럽다.  "
"368","10점짜리는 아니다. 괜히 허세에 찬사람들이다. 길예르모델토르 아류이고 볼만은 한데 그렇게 추천할만하진않다  "
"369","진짜 디즈니 월드 옆에  실제로 존재하는 여관이었어.  "
"370","관람객정말정말 좋았습니다.  "
"371","아카데미 기획전 때 보고, 오늘 한번 더 봤어요 ㅜㅜㅜ 두 번봐도 엔딩은 찡한 감동이 있는 것 같아요!!  "
"372","관람객돈 아까웠다. 그럴듯한 포장, 가식으로 가득찬 내용물. 기대에 한참 밑도는 수준의 영화 아닌 저급한 영상.  "
"373","이게 왜 평점이 높지jQuery224029000038832662867_1521010386495 보는 내내 불편하고 짜증나고 화나는 영화 ...  "
"374","포스터, 줄거리에 속지 마십시오. 포스터만 보고 줄거리를 지들 멋대로 적어놓은 건지, 관객을 끌어모으려고 고의적으로 이런 밝은 이미지의 마케팅을 했는지는 몰라도 이건 명백히 배급사에 의한 사기입니다. 이건 심각하고, 어둡고, 슬픈 영화입니다.  "
"375","미국 고시원엔 수영장도 있구나 역시 클라스가 다르다;;  "
"376","이런 영화 너무 좋다..  "
"377","부모의 손을 잡고 디즈니랜드에 온 아이들 사이로 뛰어가는 두 소녀  "
"378","조용히 보려고 조조로 보는데, 진상커플이 옆자리 앉더니 시작할때부터 끝날때까지 계속 떠들어서 왕짜증.. 자리도 많은데 떠들거면 구석자리로 가던가, 왜 남의 옆에와서 민폐인지.. 폰딧불로 안구테러는 덤  "
"379","디즈니랜드 저편의 이야기를 담담하면서도 아름답게 그려냈다. 아름다운 영상미와 색감이 굿! 순수한 영혼을 가진 아이들이 무척이나 귀여우면서도 사랑스러움!! 연기를 너무 잘한다.. 가슴 먹먹하게 만드는 엔딩까지...가히 올해 최고의 영화라 단언할수 있다.  "
"380","관람객엔딩 장면의 뭉클함을 잊을 수 없다.... 아카데미 영화 중에 최고다 꼭 보세요  "
"381","내시간..보는ㄴ내내 엄마땜에 답답하고 화나고 아휴 무니 때메 힐링함  "
"382","플로리다의 석양이 파란 하늘이 불꽂놀이가 그리고 아이들 얼굴이 너무 아름다웠다. 현실이 시궁창일지언정  "
"383","어른들이 울기직전의 표정을 알아버린 아이  "
"384","무니라는 강인한 캐릭터로 우리에게 몰입감을 선사합니다. 대부분 아이의 시점에서 영화가 전개되며 마치 이게 다큐인지 영화인지 헷갈릴만큼의 몰입감을 선사합니다. 그리고 마지막에는 결국 심장을 후벼팝니다.  "
"385","참담한 파스텔톤 그리고 무니  "
"386","관람객삶이 디즈니일 수 없으니 우리는 서로의 친구가 되어야 한다.  "
"387","관람객무니야 무지개 저 넘어 황금같은 곳에서 꼭 행복하렴  "
"388","관람객아이들이 많이 나오고 웃고 떠들고 놀고 있지만 귀엽지 않고 착잡하다. 마지막에 잡은 두 손 오랫동안 놓지 않았으면.  "
"389","색감에 한 번, 사랑스러움에 한 번, 리얼리즘에 한 번 !!  "
"390","비참하다 지독하게 현실적인데 장면장면과 등장인물들의 천진함덕에 더 비참하다 이 영화는 반어적이다. 개인적으로 영화나 책을 한번 보고나면 재탕을 못하는 타입인데 다시 보고싶을 정도로 여운이 긴 영화였다. 크레딧 올라가는데 쉽게 나갈수가 없는 작품  "
"391","현실의 무게속에서도 아이들은 왜이리 천진한지.. 그래서 더 마음이 짠하다.  "
"392","관람객어른들이 울기 직전의 표정을 아는 아이. 무너진다 마음이  "
"393","관람객플로리다 프로젝트플로리다 프로젝트  "
"394","정말 기대 없이 갔다가 띵한 영화  "
"395","관람객미쳣네요 이 영화 최고입니다  "
"396","색감이 참 예쁜 영화. 하지만 알고 보면 슬픈 영화.  "
"397","관람객요 근래 본 최고의 영화.  "
"398","정말 이런 악동이 없다. ㅋㅋㅋ 그리고 심오함이 있는 영화다. 미국내 어린이 제도, 빈부, 생활, 환경 등등. 그럼에도 끝까지 딸과 함께하려는 엄마.(자식 버리는 부모가 판치는 세상인데!) 마지막에 무니의 그 열연! 나도 같이 울어버렸다.  "
"399","관람객열심히 살아온 엄마 생각이 났다.  "
"400","역대급 영화였어요. 종반부 10여분은 근래 본 어떤 영화보다도 밀도 높았고 &#34;I cant say, bye&#34;(와 헬렌의 fuck! you!!!)는 정말 오래 남을 대사에요.  "
"401","마지막 무니 표정이 하루 종일 생각나네요 맴찢ㅠㅠ  "
"402","무니야..울지마..  "
"403","담백한 영상미. 모든장면이 생동감있고 스틸컷같다.  "
"404","엔딩, 무니와 젠시가 디즈니랜드에 들어가는 장면, 그 애들이 영화속에서라도 영원히 행복하기를 바라는 안타까움을 담은 것 같아 더 가슴 아픔  "
"405","꼭 극장에서 보시길!!  "
"406","가난과 불행이 휩쓸어도 엄마와 함께라면 아무것도 두렵지 않았다  "
"407","관람객무니가 사는 매직캐슬의 아름다운 색채는 우리의 마음을 더 어지럽게 만든다  "
"408","관람객디즈니월드에서 일했던 나로서는 개인적으로 다가올 수 밖에 없었던 이름과 장소들.버즈와 우디가 있는 퓨처랜드에는 잰시가, 신데렐라가 있는 캐슬에는 무니가 산다.어디서든 총천연색의 미소를 간직하기를.  "
"409","아침 상영밖에 없어서 11시에 상영관에서 혼자 보고 왔습니다.좋은 영화 감사합니다.상영관 좀 늘려주세요 제발  "
"410","종일 빈둥거리며 담배나 피우다 다른 사람들 사기치며 등처먹는 철없는 애가 엄마가 되니 애도 철이없다. 일을 안하는건 미덕이 아니야.  "
"411","관람객다시볼생각이에요! : )  "
"412","미국 최하층의 삶을 천진한 아이의 눈으로 본 것 뿐. 그 이상도, 그 이하도 아니다.  "
"413","20OOO 미국판 시네마천국 이라 고 보시면 댑니다 엄지척입니다그리고 평점 1점 주고 재미 없다는 놈년들은 보거라 그런 지적수준으로 영화관가서 돈주고 영화볼자격이 있는거냐  "
"414","하...이거 처음에는 뭐 이리 건방진 애들이 있나 했는데 무늬 새삼 착하고 너무 안타까움 ㅠㅠ 마지막 아이 둘의 연기에 눈물이 나네요...  "
"415","최고의 엔딩을 통해 관객에게 질문을 던지다.  "
"416","의미있는 영화란 무엇인지 알려주는 의미있는 영화  "
"417","아무리 못났어도 땔래야 땔 수 없는 모녀, 그전에 둘도 없을 단짝.  "
"418","아이들 눈으로 본 세상현실  "
"419","정말 보지 마세요..후회 짱  "
"420","따스한 감동이 있는 영화. 무니가 너무 귀여워서 또 보고 싶다  "
"421","미국의 치부를 영상이라는 예술로 승화 시킨 영화.  "
"422","부모가 될 준비도 안된사람이 애를 낳아서 대책없이 기르고, 결국 문제아로 자란다. 실제로 영화 내내 나이를 감안하더라도, 이해할 수 없는 사고를 친다. 무니가 지금은 엄마를 좋아하지만 조금 성장한 후에도 그럴까? 의문을 남겨보며 영화평을 작성한다.  "
"423","반 개도 아깝다. 제발 아이들 데려오지 마세요. 왜 이런 영화가 청소년 관람불가 등급이 아닌거죠? 끔찍히 폭력적인 영화. 기가 찬 영화.  "
"424","보는 내내 열받고 기분이 더러웟던 영화, 싸지르고 책임 똑바로 져야지 변명하는 내용으로 도배. 불쌍하게 보라는건지 이렇게 살지 말란건지 이해가 안됨  "
"425","아ㅡㅡ속앗네 이해안가 뭔내용이야진짴ㅋㅋㅋ평점모야  "
"426","색감 예뻐서 힐링할려고 봤는데 포스터에 제대로 속았다 문화생활까지 현실고증 해야되나ㅋㅋㅋ돈 진짜 아까움ㅋㅋ  "
"427","엄마가 너무 철이없어.... 일 좀 하지 왜 안하는거..?  "
"428","어우~ 진짜 이렇게 담담하게 이렇게 예쁘고 사랑스럽게 이렇게 아프게 울려도 되는거냐.  도대체 이런 감성은 어디서 나오는거냐. 헐리우드란 이런덴가...진정  "
"429","진짜 마지막에 무니가 울때 나도 펑펑 울었다.보는 내내 먹먹한 상황 속에서 웃는 아이들을 봤을 때 쓴웃음이 난다. 행복의 나라? 영화 마케팅은 언제 발전하는거냐  "
"430","머 이런영화가 다있냐 !  "
"431","최고에요 모든게....이영화땜에 잠못드네요 꼭보세요  "
"432","꼭 보세요!! 10자 이상  "
"433","뭐랄까 조금은 생소한 장르를 접하다보니 어색하고 또 어려웠지만 이상하게 계속 몰입해서 보게 되었다. 아이들이 영화의 대부분을 차지해서 마냥 귀엽기만 하고 연기가 잘 전달될까하는 의문도 들었지만 쓸데없는 걱정이었다. 어른 못지않은 연기에 깜짝 놀랐다.  "
"434","관람객정말 좋았던 엔딩.우리가 네게 줄 수 있는건 이렇게 내달릴 수 있는 미래뿐인데.  "
"435","처음부터 끝까지 아이들때문에 웃음짓는다. 근데 결말은 뭐지 이게?? 디즈니랜드가 아이들을 보호해줄게. 라는 말 같았다.디즈니의 뒤에 숨겨진 현실이 아니고...  "
"436","전반적으로 재밌음 ㅋㅋㅋ  "
"437","별 기대없이 보러 갔다가 .,,, 좋았어요. 무니 와 제니스, 그리고 바비  볼만한 영화입니다.  "
"438","애들 나오는 유치한 영화인줄 알고 안볼려고 하다가 아니라길레 봤는데 안봤으면 후회할 뻔. 졸라 잼있음. 생각보다 무거운 주제를 다룸. 평점 8.0  "
"439","본 게, 아는 게, 배운 게 그뿐이어서 그렇게 자랄 수밖에 없는. 그녀는 그녀를 되물림할 수밖에 없다. 과연 누구의 잘못이라고 말할 수 있을까.  "
"440","배경이라도 플로리다가 아니었으면 어쩔 뻔..  "
"441","황홀하다  그 자체  ㅇㅇㄹㅎ  "
"442","핵잼, 꿀잼 보장입니당 히히 두번보세요  "
"443","가난한데다 생각없고 천방지축인 두 모녀를 보는 내내 쥐어 패고 싶었다.  "
"444","이 영화가 정말 감동적이고 재밌어? 지루하기 짝이없는영화  "
"445","쓰레기  인간들이 많이 나오는 쓰레기 영화...  "
"446","감독의 말처럼 무니의 삶에 대해 함부로 연민하지 말길...  저렇게 한없이 사랑스러울 수 있는 시간들이 그립다  "
"447","관람객최악....댓글알바 오지네애들이 버르장머리 없는짓하는것만 2시간동안나옴  "
"448","그닥 참신하지않은 스토리. 짜증유발하는 무개념 주인공들. 제작비 참 안 들었을것 같은. 휴먼다큐 3일 보는것 같은 단조로운 동네이야기.  "
"449","충격적인 결말;;; 겁나 많이 웃었음 . ㅋㅋ 다큐인줄  "
"450","관람객총천연색으로 그리 어른들의 세상. 아름다움  "
"451","콩 심은 데 콩 난다. 노답.  "
"452","무니와 친구는 도망친게 아니다. 언제나 그랬던 것처럼 자신이 가장 잘 아는 장소에 숨어 누군가 와주길 기다렸을뿐. 나는 그 두명의 술래를 찾을수 있을까.  "
"453","평론가들 옆집에 저 모녀가 살아봐야  정신차릴까언제정신차릴래 줏대없이 허세만부리는벌레평론가들아 개낚엿네진짜루  "
"454","지루함 그 이상도 그 이하도 아닌  "
"455","진짜 개봉하기만을 이렇게 기다렸는데 광역시에서도차도 안 한다니 실망이 너무 크고 기분이 안 좋네요ㅜㅜ  "
"456","ㅈ노잼 입니다.솔직히 평점믿고가지마셈  "
"457","가정교육의중요성,사람은 바뀌지않는다.이게 얼마나 중요한지 알려주는영화 아이들이하는것은 장난수준이아니라 그냥 사고를친다.적당히면 애들이니까란 식으로 볼수있는데 그냥악마들 같다.주인공 어머니는 막장이라 안타까울뿐 영화배경은아름답지만 내용이 아름답지않다.  "
"458","평론가들은 어떨지 모르지만 굉장히 불쾌한 영화 홈리스가 자식을 키우면 욕하고 성적농담하고 삐툴어진다는걸 보여주는건가?그 연기가 발랄한건가?메세지도 크게 없고 밑바닥 삶을 리얼리티하게 보여주면 예술이 되는건가??라는 의문이 드는영화  "
"459","재미가 없었습니다 영화는 재미있어야  "
"460"," 첨부터 끝까지 애들이랑 애엄마랑 사고치다가 마지막에 좀 박진감 넘치나했더니 끝남. 대사에 풔킹 겁나많음  "
