"","reviews"
"250","관람객호불호 갈릴 영화임에는 확실히지만, 선굵은 연기자의 묵직함과 가벼움을 한꺼번에 어우르는 능력은 탁월했다  "
"251","마지막 인격체라도 되찾아 주고싶은 모성의 단호함.  "
"252","뭐 하나 흠잡을 곳 없이 감탄스럽다.  "
"253","관람객밀드레드는 진짜 이제까지본적없는 캐릭터였다. 그런 캐릭터가 끌고나가는 영화다보니 진짜 예측할수없게 이야기가 흘러감...크.. N차관람각..b  "
"254","완벽하다 완벽한 연기가 뭔지 느낄수잇엇음  "
"255","관람객분노의 방식에 의한 복수가 아니더라도 세상을 바꾸어나갈 수 있다.  "
"256","관람객샘록웰... 크리스찬베일인줄...연기 장인들이네 모두돈안아까운영화  "
"257","관람객영화가 진짜 N차각이네 느므좋다  "
"258","이 영화를 촬영하느라 고생하신 스탭 배우분들과 이 영화를 상영해준 대전의 한 극장 그리고 저와 같은 상영관에서 이 영화를 본 관람객분들께 경의를 표합니다  "
"259","관람객모든 캐릭터가 살아숨쉬며 나타내는바를 잘 나타내고 이있다  "
"260","처음엔 단순히 밀드레드가 피해자라고 느꼈지만 보면 볼수록 밀드레드도 다른 사람들과 똑같다라는 느낌이 드네. 피해자 같지만 난쟁이 입장에서 보면 가해자고.  "
"261","관람객상영관이 너무 부족해서 ㅠㅠ 진짜 포기할뻔했으나 봤습니다. 보길잘한것같아요. 다음에 언젠가 케이블에서 해줄때라도 여기저기 홍보할게요  "
"262","영화표가 아깝지 않은 영화 2편 : 매드맥스 분노의 도로 그리고 쓰리 빌보드  "
"263","관람객캐릭터들 별로 뚜렷한 개성과 연기가 너무나 돋보이는 영화  "
"264","관람객20OOO 최고의 각본  "
"265","관람객정말 오랜만에 엔딩이 맘에 드는 영화네요  "
"266","관람객일어난 사건이 삶을 어떻게 바꾸는지, 일상이 얼마나 많은 편견을 가지고 있는지 보여주는 영화.그 안에서 날카로운 대사와 유머가 잘 버무려져 있다.  "
"267","10점을 줄 수 없는 건 질투때문!  "
"268","누가 착하고 악한지 모호한,지극히 현실적인 캐릭터들의 영화  "
"269","관람객예측할 수 없는 전개로 휘몰아치다가 나중에는 먹먹하기까지 하다.   각본의 힘이라는게 이런거구나!!  "
"270","관람객이런 예측 불가한 영화같으니라고ㅠㅠ 보는 내내 생각이 많아지는 최고의 영화!  "
"271","한국영화가 반드시 돈이 없어서 못 만드는 것이 아닙니다. 한국 영화제작비랑 별차이 없을거 같은데 수준의 차이란....  "
"272","이런 영화들이 개ㅈ같은 스크린쿼터제를 폐지해야 하는 이유입니다.  "
"273","관람객연출, 연기, 촬영 뭐하나 버릴게 없다. 한번더보고싶다  "
"274","관람객이 영화는 누구나 봐야하는 영화다. 정말로  "
"275","관람객밀드레드의 분노로 시작된 영화는 웃픈 장면들로 시간 가는 줄 몰랐고, ‘분노는 또 다른 복수를 낳는다’는 영화가 말하고자 하는 바를 곱씹어 보게 한다.오렌지 주스를 통해 진정한 용서와 화해에 대해 다시금 생각하게 하는 영화상영관이 적어 너무 아쉽다  "
"276","OO 진짜 욕나오게 끝내주는 영화입니다...진짜 최고  "
"277","이번달 개봉한 영화 중 이 영화를 베스트로 꼽고싶다  "
"278","관람객코엔 형제 이후로 이런 난감할데 없는 똘끼 영화가 있었는지  "
"279","관람객부족한 캐릭터들의 부족하지 않은 연기.  "
"280","딕슨 당신은 도대체...  "
"281","관람객처음에 엔딩을 보고 좀 급하게 끝난 것 같다는 생각을 했는데, 극장을 나오면서 정말 완벽하고도 특별한 엔딩이라는 생각을 하게 됐다. 진짜 멋진 영화  "
"282","관람객입체적인 캐릭터와 환상적 각본의 조화! 영화 보는 내내 시간가는 줄 모르고 몰입했다 ㅋㅋ 빠른 시일내에 또 보고 싶은 영화!  "
"283","관람객와... 정말 뭐냐 이 영화...너무 재미있고 웃기기까지 한데 가슴이 뛴다  "
"284","중요한건 범인이 아니다.  "
"285","복수는 복수를 야기한다. 이 대사는 직접적으로 언급된다. 이 교훈은 눈속임에 불과하고 웰비와 딕슨을 통해 복수는 단절 되어야 한다는 것을 보여준다. 그렇기에 엔딩을 우리에게 보여주지 않는다.  "
"286","관람객이런게 10점짜리 영화다. 각 인물들간의 감정묘사가 탁월하고, 배우들 연기력이 너무 좋아서 보는 내내 이입이 잘된다. 복수와 용서. 총과 오렌지주스. 대조적인 상징성을 통해 작품안에서 전달하는게 무엇인지 느낄수있음. 복수는 복수를 야기할 뿐이다.  "
"287","이렇게 재밌는 영화를 상영관이 적어서 못 본다는건 정말 아이러니하다 그러니 자꾸 불법 다운로드가  인기 있을 수 밖에 없는것 같다  "
"288","관람객 딕슨이 이어폰을 자주 끼고 있어서였는지 이상하게 닉슨 대통령을 떠올리게했다 뻔하지 않은 전개, 사회적 약자를 단순히 나약하게만 그리지 않는 묘사, 미국의 역사를 들여다 보는 시선 등 얘깃거리가 많은 영화다.  "
"289","관람객인물간의 갈등묘사.. 연기력 진짜최고다..마지막엔 열린결말로 관람객들에게 엔딩도맡기구ㅎㅎ 강추합니다!!!! 영화관이랑 시간대좀 늘려라ㅡㅡㅡ그지같은 개노잼한국영화좀쳐내리고  "
"290","관람객너무 재미있게 봤습니다..!!!  "
"291","오랜만에 집중하고 본 영화네요^^  "
"292","관람객각자가 선을 찾아가는 과정  "
"293","관람객단순한듯 입체적인 인물들이 만들어내는 드라마  "
"294","모두 내가 심판하겠다! 극으로 치닫는 분노의 모성애. 오랜만에 배우들 연기 맛을 느낀다..  "
"295","그냥그랬어요 ~~~&lt;&lt;&lt;&lt;~  "
"296","모든 인간의 갈등은 자기중심적인 시각과 사고에서 시작된다.  "
"297","관람객던지는 감동들이 만만치 않네요 훌룡합니다  "
"298","관람객최고입니다! 한국영화들은 본받길!!  "
"299","한국영화들 좀 배워라 깔끔하잔아  "
"300","관람객창의성과 연출과 연기의 세계  "
"301","관람객9점하려다가 밀드레드의 쓴 미소에 10점  "
"302","처음부터 끝까지 풀 집중으로 오랜만에 본 영화다. 명작이다.  "
"303","보는내내 짠하지만 그래도 웃으며 나올수있는 블랙코미디영화ㅋ 경찰서장 편지가 제일 웃펐음ㅜ^ 하하  "
"304","보면서 어느 순간 감탄하면서 보고 있음을 느낀다  "
"305","ㅅ간가는줄 모름 추천합니  "
"306","샘록웰 연기 지렸다 강추  "
"307","관람객리얼 사람사는 이야기휘몰아침 없이도 느낌있어  "
"308","전형적인 플롯과 클리쉐를 모두 거부하며 이야기속으로 관객을 빨아들인다  "
"309","관람객영화관에서 정말 오랜만에 최고의 영화를 봤다.  "
"310","인생의 아이러니와 용서.  "
"311","관람객캐릭터들에 생동감이 느껴진다  "
"312","연기력은 물론이고 각본도 정말 대단하네요  "
"313","모든 장면·인물이 이해된다. 하나도 버리고 싶지 않은 장면 장면들. 왜 각본상을 탔는 지 알 듯 하다.  "
"314","연기 연출 음악 스토리 모두 좋았다제발 우리나라도 리메이크만 하지말고 이런 창작좀 ㅜㅜ  "
"315","몰입하기 정말 좋은 영화다. 연기력 대단..아카데미 여우주연상과 남우조연상 축하요~  "
"316","최고의 영화. 일부로 네이버 들어가서 평점 남김 제발 보라고  "
"317","관람객한국에서도 이런 영화를 많은 사람들이 볼 수 있는 날이 오겠지요.  "
"318","셰이프오브 워터도 좋았는데 쓰리빌보드를 보고나니 셰이프오브워터가 더이상 생각나지 않았다.너무 먹먹하고 최고임  "
"319","여러가지 반전이 영화를 풍부하게 해준다  "
"320","대단한 시나리오와 대단한 연기.  "
"321","관람객너무 몰입되서 분노가 잘느껴졌어요  "
"322","영화관에서 보지않으면 안되는 아까운 영화!연출과 연기력으로 처음부터 마지막까지 관객을 더 끌어당기는 영화다! 괜히 상을 받은게 아니다. 보면 볼수록 더 집중하게 된다!  "
"323","미쳤다.... 영화 너무 좋아  "
"324","솔직히 이런 영화가 만원이면 한국영화들은  백원도 아까울 정도다. 아무리 무료해도 한국영화 보느라 시간을 쓰레기통에 갖다 버리지 말자.  "
"325","스릴러도 아닌데 긴장감있고 코미디도 아닌데 웃음이 나오고 드라마도 아닌데 여운이 남는영화.  장르는 불문하나 감동은 뚜렷한 영화  "
"326","관람객TV 드라마 보는 느낌이었는데 프란시스 맥도맨드가 울컥할 때 남자인 저도 모르게 울컥했습니다.  "
"327","분노 화해 용서. 그 끝은? 사랑!  "
"328","best movie ever  "
"329","분노와증오와 용서에 관한 세 가지 이야기. 복수는 또 다른 복수를 야기시킨다. 시간 가는 줄 모르고 영화보다.  "
"330","관람객별 기대 없이 보러 갔는데 몰입도와 재미 신선함 서사 연기 부족함이 없었다 강력하게 추천하고 싶음  "
"331","관람객몰입도가 정말좋다. 연기도 좋고..  "
"332","관람객분노대잔치.. 연기력 최고..  "
"333","상 받은 영화 재미없는 경우도 더러 있지만 이건 넘나 재밌다! 영화의 메시지, 캐릭터의 매력, 플롯, 음악 다 차치하고 (다 좋지만) 재미가 있다!!  "
"334","인생의 절반쯤 다달았다고 생각하는 지금 이시점에 난 과연 착하게 살았는지 혹은 나쁘게살았는지 되돌아 보게 만드는 영화, 긴 세월동안 이젠 어느정도 삶을 알았다고 생각했는데 그 모든 기준이 흔들리는 시점에 딱 맞아 떨어지는 영화네요.  "
"335","절대 서로를 이해하지 못할것 같던 밀드레드와 딕슨의 엔딩은 눈물나게 이상적이다.  "
"336","정말 정말 좋은 연기, 각본, 음향 오랜만에 좋은영화!!!  "
"337","엄청나게 집중해서 봤습니다. 감정의 깊이가 대단하네요.. 배우들의 연기는 말할것도 없고요  "
"338","진실을 밝히려는 여전사, 그녀도 한 명의 &#39;엄마&#39;였다.  "
"339","각 인물들의 심리를 섬세하게 연출해냈고 샘 록웰은 연기상 받기에 충분했다. 탄탄한 연출과 연기, 각본 모두 돋보인다.  "
"340","관람객나에겐 너무 어려운 영화라 별 하나뺌 나머지는 완벽함. 한 번 더 봐야할 것 같은 영화.  "
"341","세상에서 가장 아름답고 용감하며 당당하고 멋졌던 빌보드 전쟁이다  "
"342","분노의 파장에 대한 강렬하고도 예측할 수 없는 이야기.  "
"343","관람객엄가가 미친년&#39;일&#39; 수는 없어도, &#39;될&#39; 수는 있다  "
"344"," 예측불가능에 깜짝 깜짝 놀라게하는 돈 안아까운 영화 ~여러가지로 한국영화랑 비교됨  "
"345","관람객등장인물 한명도 빠짐없이 몰입도 최고네용잘만든 영화!!  "
"346","잘 만들고 더 잘 만든 영화  최고의 영화!!!  "
"347","관람객여주인공과 남우조연의 연기가 훌륭하다. 한 사람의 죽음이 인생에 끼치는 영향을 두 인물의 죽음을 통해 보여준다.  "
"348","그 누구 하나 공을 떨어뜨리는 일 없는 완벽한 팀웍 연기, 선정적 한가닥 비명지르기가 아닌 여러 겹, 여러 층의 관점과 이해심이 깔린 스토리텔링  "
"349","관람객단순 엄마의 복수 영화겠구나하고 봤는데 아니였어요!, 밀드레드가 아니면 표현하기 어려운, 슬픔과 분노와 상실 등 사람의 감정에 대해 배우고 나였으면 어땠을지 많은 생각이 들게하는 영화였던거 같아요  "
"350","이게 올해 아카데미 작품상인데! 그리고 이 영화의 진짜 주연은 샘 록웰이 아닐까 싶음. 샘 록웰의 다른 작품 더 문도 추천.  "
"351","단언코 올해 최고의 영화..연기도 연출도 빠지질 않는다  "
"352","잘모르지만 좋은영화다 ㅜㅜ  "
"353","관람객풍자, 유머 재밌었어요  "
"354","피해자와 가해자가 뒤바뀌는 그 순간을 잘 잡아낸 영화.  "
"355","관람객아카데미 시상식에서 상을 휩쓴 건 과언이 아니었다. 영화제에서 보여준 팩트은 정말 모든 면에서 완벽했기에 진짜 팩트였다. 보면안다.  "
"356","진짜 재미있다! ! ! 각본이 탄탄하니 이야기에 저절로 빠져든다.다들 숨죽이고 영화에 몰두하는 모드였다.연기들도 다들 수준급이상.이영화가 각본상 받았어야 했다.  "
"357","관람객어느 한쪽에 치우치지 않고 놀랍도록 균형잡힌 시각에서 만들어졌다. 유머와 풍자가 흘러 넘치고, 폐부를 찌르는 감정선의 결이 살아있어 눈물이 흘러 놀랐다.  주제가 명확하지만 촌스럽지 않게 구현했고 플롯팅 역시도 선명하고 적절하게 짜여있다.  "
"358","시간내서 봐도 전혀 아깝지 않음 또 보고싶다  "
"359","끝까지 어떻게 진행될 지 짐작도 안 가는 영화.  극중 인물들이 변화하는 모습은 정말로 놀라울 뿐.  "
"360","관람객오랜만에 찜찜함이 남지 않은 영화를 봤다. 부자연스러움이 자연스러운 것임을 보여주는 이런 영화가 많았으면. 어느 캐릭터도 정형화되어있지 않고 극이 흘러가며 변화한다. 배우고 성장하는 사람들의 이야기.  "
"361","정말 오랜만에 여운이 남는 영화 본 것 같아요추천합니다!!  "
"362","극장서 본 것은  나에겐  행운이었다.  "
"363","관람객 각본 연출 연기 모두 10점 만점에 10점, 뭐 하나 비판할게 없어서 흠인 영화. 기대 이상의 영화였어요  "
"364","관람객아카데미의 위엄, 미친 연기를 가능하게 하는 플롯, 경이로운 영상  "
"365","평식이형이 8점줬다...그냥 한번 보세요 울림이 큰영화  "
"366","관람객그래.. 이게 영화지 ㅠㅠ 스토리의 규모도 크지만 감정의 규모가 훨씬 크다! 인간이라면 공감할... 영화!!  "
"367","연기가 너무 미쳤다... 특히 딕슨역의 배우 정말 소름끼칠정도  "
"368","오~간만에 재미있는 영화 봤네요~  "
"369","상업적으로도 충분히 재미있는 영화인데 상영관 수가 너무 적은게 안타깝네요  "
"370","답을 강요하진 않지만 여러 메시지를 찾을 수 있게 만든 영화. 스토리텔링, 연출, 연기, 음악 등 뭐하나 빼놓을 수 없게 단연 최고였다.  "
"371","오스카 작품상은 이 영화가 받았어야,,, 씁쓸할 줄 알았는데 따뜻함에 놀람. 여운 강렬함  "
"372","광고판 3개로 담는 인간의 모든 감정, 이 각본은 신이 주신 축복이다.  "
"373","갈 곳을 잃은 분노의 칼 끝  "
"374","이 연기들 어떻할거야전부 약빨고 연기한듯  "
"375","인간은 모두 누군가의 가해자이고, 동시에 누구로부터의 피해자이다절대적 선악이나 정의라는것은 늘 모호하다  "
"376","관람객프랜시스 연기도 훌륭하지만 샘록웰의 도움이 없었으면 이렇게 울림 있지 않았을 것이다  "
"377","&#39;잊으라고 말하는 이들에게&#39;  "
"378","관람객연기는 더 할 나위 없고, 탄탄한 짜임새가 돋보인 영화  "
"379","올해 본 최고의 영화. 아프지만 진하다. 최고라는 말밖에.  "
"380","관람객시상식때의 카리스마가 고스란히 2시간동안 드러났다. 엄마 최고  "
"381","관람객역시 상 받을만함!! 괜히 상을 주는게 아닌가봅니다 연기럭 쩔어요 올해 최고의 영화!!  "
"382","파고때도 여우주연상을 탈만한 연기였었고,쓰리빌보드는 그때의 연기를 넘는 아주 강렬한 연기였다.셰이프 오브 워터의 샐리 호킨스연기는 맥도먼드에 비하면 갓난 애기수준이다.정말 강렬하고 내면에 찬 연기였다.  "
"383","관람객진지하지만 유쾌하고 드라마틱 하네요~이런 연출에 이런 연기라니...  "
"384","아 정말 마지막 장면이 더 연장 되지 않는 것이 너무나 아쉬웠다  "
"385","관람객조조로 보고왔다! 예상하지 못한 전개로 허를 찌르고 배우들의 완벽한 연기 그리고 소름돋는 각본의 앙상블! 비오는날 조조로 보기 딱 좋은 영화! 우리의 사회와 너무 잘 닮아있다  "
"386","관람객최고의 영화, 더 이상 감성과 동정에 젖은 캐릭터가 아닌 한 사람의 주체로 복수와 화해를 이야기하는 캐릭터를 훌륭한 여성 배우가 소화했다는게 기쁠 따름이다!  "
"387","&#39;화는 또 다른 화를 야기한다&#39; 하지만 멈출 수 없고 우린 행동해야했다.  "
"388","분노, 연민, 용서, 슬픔 등등등 감정이 다 담겨져있다.. 보는 내내 그 복잡한 감정들이 다 연결되는게 느껴져서 놀라웠당 진짜 놀라운 각본!!! 그리고 연기!!!! 짱짱이당  "
"389","관람객하나도 놓칠 부분이 없다  "
"390","개쩌는 연출과 맥도맨드의 미친 연기  "
"391","관람객진짜 연출 스토리 연기... 뭐 하나 빠지는게 없다  상영관좀 늘려줘라 쫌 ㅠㅠ  "
"392","관람객이 영화는 꼭 챙겨봐야할 이유가 있다...강추  "
"393","관람객진짜.. 할리우드 .. 수준 쩐다  "
"394","관람객진짜 올해의 영화가 아닐까 싶다! 예측을 뛰어넘는 전개와 배우들의 연기력 ㅠㅠ 다들 상받을만했다! 영화 너무 좋아요!!  "
"395","관람객각본도 좋은데 연기는 정말 미쳤다ㄷㄷ 올해의 영화로 강추  "
"396","관람객박평식 평론가님의 8점이 백만번 이해되는 영화.. 너무 좋았고 배우들 연기 너무 좋았습니다 올해 최고의 영화  "
"397","관람객맥도맥드와 샘 록웰 연기 덕분에 시간가는 줄 모르고 봤네요!!! 박평식 별 8개 인정  "
"398","관람객이 배우에 몰입했다 저 배우에 몰입했다, 각각의 감정선이 너무 좋았다 ㅠㅠ 진짜 올해의 영화 bb강추  "
"399","관람객예상을 뛰어넘는 전개 bb 각본 bb 배우들 연기 bb 올해 최고의 영화  "
"400","관람객잘만들어진 영화그러나 약간 불편하기도그래도 맘을 흔드는 영화입니다  "
"401","관람객배우들의 열연이 돋보인 영화  "
"402","관람객이렇게 좋은 영화 상영관이 왜이리 없나요 다시봐야겠음!!  "
"403","관람객일단 상영관이 너무 없어서 정말 안습.. ㅠ 진심 최고 기대작이었는데!!!! 부들.. 영화는 예상보다 훨씬 좋네요 여우주연상 인정  "
"404","연출, 각본, 연기 삼박자가 어우러진 최고의 영화다. 꼭 봐라 두번봐라  "
"405","관람객역시.믿고 보는 마틴 맥도나. 올해 작품상 혹시 잘못 배달된 거 아닌가요?;;;^^;;;  "
"406","관람객 내용도 모른채 시간맞아서 봤어요. 정말 띵작입니다. 배우들 연기는 기본이고 마지막 여운주는것도 넘 좋았어요. 중간에 개그많이 나오는데 다 웃겼고 슬프게할땐 진짜 슬펐네요.  "
"407","관람객상영관이 너무 적은 것 같아 아쉽네요..  "
"408","연약하고 불완전한 인간이 인간에 대한 분노가 의도치 않게 인간에 대한 사랑으로 극복해져가는 과정을 너무도 잘 그려낸 영화  "
"409","이런 명작 영화를 거르고 쓰레기 영화만 골라서 상영하네  "
"410","아무이유없이 눈물이난다..  "
"411","심각하게 몰입되어 내가 다 휘둘렸던 영화. 상영관이 너무 없는것에 이해가 안 되면서도 시간이 지나도 그대로인 우리나라 영화판에 체념이 되기도함.  "
"412","장르가 코미디였다니 ... 블랙코메디.엄마의 마음. 사람을 변화시키는 서장의 모습.그리고 불안함을 만드는 스릴감.생각이 많아지지만.분노는 더 큰 분노를 부른다.는 말을 되새기게 되는 영화.  "
"413","용서란 무엇인가에 대한  "
"414","2시간의 영화속에 모든 등장인물들의 희노애락이 다 담겨져있다. 단 1분도 놓칠수없는 영화 놓치면 후회할 영화  "
"415","아무 생각없이 택했는데 완전몰입해서 봤다. 몇번의 예측이 번번히 빗나가면서 점점 빨려 들어가는 기분이었다. 배우들, 정말 모두들 빙의한 듯했다. 그런데 이게 왜 코미디로 분류되는가 하는 의문이 든다. 터치가 가벼운 부분이 있으면 그렇게 분류되나?  "
"416","관람객상을 휩쓴 이유가 충분했어요.  "
"417","자극적인 sf 스릴러 공포 액션 물 좋아하는 저로써는 사실 별 재미 없었습니다. 물론 보고나서 생각을 쫌 하게만드는 힘이 있는 영화였어요  "
"418","관람객아주좋른영화였다엎티락뒤치락  "
"419","최고다 ㅠㅠ 정말 잘 만든 영화  "
"420","생각할게 많은 영화였다  "
"421","영화 감동적이고 내용도 괜찮은데제 개인적인 생각으로마지막에 시원한 복수도 넣었으면더 좋았을거 같아요...ㅜ  "
"422","관람객끝이 좀 애매한거 빼면 몰입도 높은 영화!!!!  "
"423","감동재미가 쏠쏠합니다ㅉㅉ  "
"424","관람객탄탄한 스토리 구성. 초반 몰입감은 아쉽지만.  "
"425","관람객분노를 쏟아낼 대상이 보이지 않을때 꼬여가는 상황들이 상당히 난감했음감정이 북받힐때 음악과 파이어로 처리하는게 너무나 세련되서 기억에 많이 남ㅊㅊ  "
"426","명작 . 잔잔한 감동과여운  "
"427","만약 신이 우리를 본다면 얼마나 하찮고 조그마하고 불쌍해보이겠는가  "
"428","이게 영화군요 후반부로 갈수록 딕슨도 이해가  "
"429","그냥 추천하고 싶어요. 못보신 분은 나중에 다운이라도 받아서 보세요. 많은 생각을 하게 됩니다.  "
"430","굿 연기 너무 멋집니다 여운이 많이 남네요  "
"431","요즘과 같은 혐오와 분노의 시대에 해답을 제시한다  "
"432","이런 생각드는영화 오랜만이다  "
"433","관람객자식에 대한 어머니의 마음,,,  "
"434","진짜 갓만에 영화다운 영화를 봤다.영화보고 느낀점: 영원한 친구도, 적도 없다는것.  "
"435","오랜만의 명작이다! 상영관이 너무너무 작다..실로 안타깝다..,  "
"436","관람객복수를 말하는 또다른 방법  "
"437","관람객복수를 말하는 또다른 방법  "
"438","자기 취향이 아니라고 좋은 영화가 나쁜 영화가 될 순 없는건데 작품성과 취저를 착각하시는 분들을 위해 남기는 별점입니다.  "
"439","엇나가는 화살들이 보여주는 묘한 드라마  "
"440","배우의 연기력, 배경음악, 연출 모두 훌륭했으나 정작 악행에 대한 벌은 존재하지 않는 것이 아쉬움이 느껴진다. 생각해보니 사람패고, 엄지손가락에 구멍내고, 불지르고, 작중엔 안나오지만 강간까지 한 사람들 모두 법의 심판을 받지 못했다.  "
"441","현 시대를 하나 하나 꼬집고 건드리는데 해결책은 제시 안 해주니 아프다 아파  "
"442","관람객정말 좋네요 개봉관이 적어서 너무 아쉬워요  "
"443","관람객배우들의 연기에 나도 모르게 몰입이 되는 영화입니다  "
"444","관람객올햐 최고의 영화입니다  "
"445","선, 악에 구분이 명확하지않아요!인물들을 옮겨가며 영화를 보는 초점을 바꾸면서 영화를 봤습니다ㅎㅎ예측불가로 인물들을 끌어다놓으니 흥미진진했어요!  "
"446","관람객재밋다 괴안타 조오타어  "
"447","슬픔에 빠져 그것으로 모든 것을 정당화시킨 채로, 또 얼마나 많은 상처를 헤집는 것일까.  "
"448","엄마의 세상에 대한 절규. 거칠것 없는 복수. 그리고 사랑  "
"449","딸의 범인은 아니지만 동종 범죄자를 어떻게 할까..신부에게 말했던것처럼 죄는 죄다..  "
"450","프랜시스 맥도맨드는 주름살과 어깨로도 연기를 한다  "
"451","관람객괜찮았습니다 굳이? 넣어야했나 싶은 장면도 있었지만 개인차니까요..  "
"452","관람객사건에 관련된 영화인 줄 알았는데 사람에 관한 이야기. 프란시스 맥도맨드, 우디 해럴슨, 샘 록웰..정말 최강의 조합이다!!! 개쩐다는 말밖에는 안 나옴.  "
"453","큰 울림이 있고 오래 기억될 작품일 듯합니다  "
"454","끝없는 굴레 모든것은 연결된다  "
"455","관람객오랜만에 여운이 오래 남는 영화. 인간과 인간의 관계? 편견? 오해?등 보는 내내이런저런 생각이 많아지는 그런 영화였음.@.@  "
"456","관람객실랄한 대사들과 연기...단언컨대 올해 최고위 영화!!  "
"457","각각의 독특하고 공감가는 캐릭터에 엄지 척~  "
"458","수 많은 영화를 보면서 알게 된 점이 하나 있다. 나도 늙어간다는 걸.  "
"459","관람객다 좋지만 , 이 찝찝함은 어떻게 풀 수 있을까요?  "
"460","관람객그렇게 다들 각자의 입장에서.  "
"461","감동의 여운이 이렇게 긴데 아카데미 작품상을 못 탄게 아쉽다,,,  "
"462","소리없는 분노. 그 분노는 끝을 봐야 끝난다.  "
"463","파고보다는 약했지만 계속 집중하면서 몰입했다. 잔잔하게 몰아가는 긴장감이 묘미  "
"464","관람객연기가 미쳤다 괜히 여우주연상 받은게아닌듯.. 엄마의 분노 슬픔 연민 모든 감정이 그대로 느껴져서 끝나도 끝난 것 같지 않은. 여운이 오래가는 영화였다.  "
"465","배우들의 미친 연기와 완벽한 연출과 각본은 엄청난 걸작을 만들어냈다. 분노는 또다른 분노를 낳는다. 하지만 할수있는데까지 해봐야하지 않을까.  "
"466","진짜 심오하다...특히 마지막 장면에서 괴리감과 여운이 동시에 느껴지는...  "
"467","관람객공기를 가르는 주먹들..  "
"468","관람객예고편부터 인생영화라는 걸 직감했다. 연출, 연기 모든 게 다 미친 영화!  "
"469","관람객아카데미 수상에는 그만한 이유가 있다.  "
"470","블랙코미디의 탈을 벗고 의미심장한 엔딩 던지기  "
"471","이야기를 이렇게 극단적으로 끌어가도 된는지요. 여자는 독종으로 그려지고요.음악이 일품  "
"472","관람객러닝타임 내내 완전 몰입했다. 괜히 아카데미 여우주연상이 아님!  "
"473","관람객사이다 오지네 ㅋㅋ 진심 미친 시나리오랑 연기랑 연출이다 bb  "
"474","관람객스토리 연출 최고ㅋㅋㅋ 맥도맨드 연기 클라스...bb  "
"475","관람객예측 불가하구만 스토리가  ㅋㅋ 아주 재미나게 보았음 ㅋㅋ  "
"476","분노, 복수, 연민, 용서.. 결국 감정과 삶의 불완전에서 완전으로 거듭나게 하는 일종의 성장영화라고 봐도 무방하다.  "
"477","관람객스크린에서 눈을 뗄 수 없게 만드는 영화 정말 최고였다! 프란시스 맥도맨드의 연기는 단연 최고!  "
"478","관람객연기면 연기, 연출이랑 스토리까지 어느하나 빠지는 부분 없이 완벽한 영화 bb 이렇게 좋은 영화 ㅜㅜ 꼭 극장에서 봐야함  "
"479","관람객맥도맨드의 연기를 극장에서 볼 수 있어서 너무나  감동2시간 내내 연기력에 압도당함  "
"480","관람객오랜만에 묵직한 영화! 상을 싹쓸어버린 이유를 알겠다 ㅠㅠ 소장하고 싶은 잘 만든 영화!  "
"481","관람객감독의 연출 배우들의 연기를 개봉 당시 극장에서 볼 수 있었다는 것 자체가 영광이었다. 두고두고 기록 될 작품  "
"482","관람객세상에서 일어날 또는 일어났던 다양한 사건들을 접할 때 우리가 잊어서는 안될 그 중심에 있는 사람들의 내면을 감독과 배우가 온전히 다 담아냈다. 옳고 그름이 분명히 필요하지만 사건만으로 포커싱을 맞추고 이야기를 풀어가는 영화들과는 차원이 다른 작품.  "
"483","등장인물들의 폭력성과 무지함을 2시간 내내 지켜보기 껄끄러웠다 영화 자체가 웰메이드인 점은 이해할 수 있다  "
"484","미국판 인간실격을 보는느낌  "
"485","관람객당신과 당신 딸의 편입니다하지만 광고판은 반대해요  "
"486","생각할게 많은 영화네요, 분노하고 자책하는 엄마의 고군분투. 그리고 형용하기어려운 인간군상들...굉장히 시니컬한 느낌의 영화.  "
"487","이 감독 영화캐릭터들은 잔혹한 행동은 다 하는데 뭔가 긍정적인 시선을 보내게 됌. 절망적 인생과 코미디 사이 특유의 개쿨함은 요즘 시대가 좋아하는 정서임  "
"488","각본과 연기는 강한데 연출이 살짝 약함  "
"489","용서의 첫발을 내딛기까지 서로에게 행해진 폭력이 잔인하게 느껴지지 않는 이유  "
"490","한사람의 분노에 하나둘 분노하기 시작한다.처단, 눈물, 슬프지만 담담하다.진정 인생영화다.  "
"491","관람객정말 보는 내내 감탄할 수 밖에 없는 영화  올해 최고의 영화라고해도 부족하지않다  "
"492","관람객분노는 또 다른 분노를 가져오고 결코 가벼운 주제를 가지고 있지 않은 영화를 풀어나가는 각본,연출과  분노,연민,용서 등 다채로운 감정들을 입체적으로 연기하는 배우들의 연기에 박수를 보내는 영화이다!  "
"493","프란시스 맥도만드, 샘 록웰... 한국 배우들 보고 좀 배웠으면  "
"494","관람객배우들 연기가 넘나 실감나고 좋았고, 재밌게 잘봤어요~ 별다섯개 드림!  "
"495","관람객올해 최고의 각본과 최고의 연기. 보는 내내 예측할 수 없는 전개와 유머 포인트가 너무 좋았다. 각종 시사회를 휩쓴 이유가 있는 듯.  "
"496","밀드레드의 여정은 영화가 끝나고 나서야 진짜로 시작된다. 그 전에 이미 영화의 모든 감정이 압축되어 있다.  "
"497","관람객너무도 인간적인 복수극  "
"498","웃어야 할지 말아야 할지 겁나 무거운 듯 냉소적임  "
